Emotion,Text
joy,제니는 남편의 말로 어머니가 그녀의 짜증과 분노를 억 누르는 동안 그녀의 얼굴에 만족스러운 미소를 지으며 앉아 있었다. 
anger,거리에서 낯선 사람과 말다툼을 할 때. 
anger,당신은 나를 농담해야합니다! 당신은 바람을 피우기 위해 하루에 10 번 담배를 끊으 러 나갔을 때 내가 전화로 통화하는 것에 대해 불평하고 있습니까? 
neutral,왜 안돼? 
sadness,어제. 나는 그것이 올 줄도 몰랐다. 그는 방금 다른 사람을 찾았다 고 말했습니다. 
anger,"이것이 헤드 헌터의 잘못은 아니지만, 후보자는 많은 설명없이 자신의 기대치가 높아졌다는 사실에 대해 당연히 짜증이나 분노를 느낄 것입니다. "
fear,교통 사고를 당했을 때. 
fear,"내가 전화로 그와 이야기했을 때 사장님은 동요하는 소리를 냈다. "" "
joy,나는 당신을 아첨하는 것이 아닙니다. 당신은 매일 에너지로 가득 차 있습니다. 
anger,오 이런 ! 화장실에 가야 돼! 더 이상 참을 수 없어! 
sadness,그녀는 우리가 삶에 대해 매우 다른 생각을 가지고 있었기 때문이라고 말했습니다. 
sadness,오늘 낚시하러 가고 싶은데 낚싯대와 낚싯줄은 집에두고 왔어요. 
sadness,나는 기분이 나빠. 
fear,야영하는 동안 늦은 밤에 부시에서 운동. 
joy,그녀는 잠재 고객에게 너무 기뻐서 주변 사람들로부터 흥분을 감추기가 어렵다는 것을 알게되었습니다. 
anger,언니가 내 차 세트를 깨 뜨렸을 때. 
neutral,나는 그렇게 생각한다. 
sadness,주요 과목 중 하나의 중간 시험지를 받았는데 실패했다는 것을 알았습니다. 
anger,저는 제 10 대 환자 (병원에서 일하고 있습니다)가 제 사무실 서랍을지나 가면서 제 지갑에서 돈을 꺼냈을 때 들어갔습니다. 
neutral,구독이 있습니까? 
anger,내가 친구에게 속았다는 사실을 알게되었습니다. 
anger,당신의 시력은 충분히 좋지 않습니다. 
anger,"그런 태도로, 나는 우리가 여기서 더 많이 논의 할 것이 없다고 생각한다. "
anger,내가 사는 방식에 대한 어머니의 참견. 그녀는 예를 들어 남자 친구가 밤에 머물 때 내가 내 행동에서 자유 롭다고 생각합니다. 
neutral,왜 안돼? 
neutral,"예, 당신은 꽤 큰 사람입니다. 나는 골키퍼를한다. "
anger,`그는 활기가 넘쳤습니다. 
sadness,나의 아버지가 영국에서 온 4/5 세대 식민지 인이 내가 선택한 파트너에 대해 구두로 나를 공격했을 때. 피부색이 하 얗지 않아 버림받은 남자. 그의 궁극적 인 혐오감은 나를 슬프게했다. 
fear,당신이 말한 것은 나에게 소름 끼치는 것을 준다! 
neutral,친구 엄마와 피크닉을하고 싶어요. 
sadness,"`미라가 심해서 슬펐나요? ""그는 말했다. "
neutral,"그리고 일주일에 세 번 수영, 라켓볼 또는 핸드볼을 할 수 있습니다. "
fear,샬롯은 우르술라를 바라보고 그녀의 얼굴에 얼어 붙은 공포의 표정을 보았다. 
neutral,생일 파티 할 건가요? 
neutral,당신 후 . 
joy,저와 사이가 좋지 않은 사람이 선물을주었습니다. 우리는 화해했습니다. 
joy,고등학교를 사랑한다고 생각했을 때와 나는 상호 감정이 있었다. 
fear,"가로등이없는 어두운 어느 밤, 차가 분명히 나를 따라 다녔다. "
fear,그의 발언은 CRC가 조사를 시작하기로 한 CRE의 결정에 대해 불안한 상태에서이 지역을지지 해 왔기 때문에 외교적 문제가되고있다. 
neutral,뭐 ? 
neutral,나는 확실히 당신을 돕기 위해 노력할 것입니다. 당신의 논문은 어떤 주제입니까? 
sadness,내가 무엇을할지 모르겠어요! 직장을 잃으면 생계를 꾸리는 것은 불가능할거야! 
sadness,죄송합니다. 해당 테이블이 예약되었습니다. 이쪽으로 오십시오 . 이건 어때요? 
fear,유령의 집이 틀림 없다. 무서워? 
joy,내가 대학에 입학했다는 사실을 알게 된 날. 
anger,"그것은 뛸 때의 고통 이후의 계시 였고, Nutty가 그것을 끝냈을 때 Nails가 교차했습니다. "
neutral,문제 없습니다. 그는 플라스틱 랩을 할 수있는 가게에서 일하는 친구가 있습니다. 그건 쉽습니다. 그리고 아마도 그가 상자를 가져온 것과 같은 가게 일 것입니다. 그의 친구가 전자 제품 가게에서 일하고 있을지도 모릅니다. 그들은 거기에서 비디오 카메라를 판매합니다. 아마 두 개의 비디오 카메라 상자가 주변에 누워 있었을 것입니다. 그래서 그들은 당신 같은 바보에게 팔기 위해 벽돌을 포장하는 아이디어를 얻었습니다. 벽돌 한 개에 20 달러. 그들이 충분한 벽돌을 팔 수 있다면 그것은 좋은 이익입니다. 
sadness,예를 들어 처음으로 부모님을 떠났을 때 소피아에 살았습니다. 
joy,예. 당신은 오늘 아주 똑똑해 보입니다. 
fear,미국 휴가 중 머그 
sadness,전 남자 친구와 헤어 졌을 때. 
fear,그는 부모가 자녀가 '진짜'수학을하는 것을보고 싶어 할까봐 걱정했고 대신 기존 강의 계획서에 조사를 주입 할 것을 권고했다. 
fear,자정 이후 방에 홀로 머물면서 공포 이야기를 읽는다. 
anger,그녀는 지금 정말 화를 냈어요. 
neutral,무엇을 위해? 
sadness,내 친구와 나는 매우 논란이 많은 주제에 대해 뜨거운 토론을 시작했습니다. 논쟁의 어느 시점에서 나는 그녀에게 완전히 동의하지 않았고 그녀가 말하는 것을 모욕으로 받아 들였습니다. 그래서 나는 논쟁을 벌였고 무의식적으로 그녀에게 감정적으로 상처를 입혔습니다. 나는 이것에 대해 매우 슬펐습니다. 
fear,밤에 혼자 걸어 다닐 때. 
fear,더 일반적으로 그것은 그의 아내의 친절한 위로의 말에도 불구하고 그를 부끄럽고 화나게했다. 
anger,그럼 로즈 랑 결혼하지 그래? 
sadness,나는 손님들이 주위의 공기를 기른 소음으로 가득 채웠을 때 그의 좋은 손에 칙칙하게 기대고 있던 그의 윤기 나는 얼굴로 돌아 가려고 계속 노력했다. 
neutral,결혼식 날짜를 정 했나요? 
sadness,시험에 실패했습니다. 
joy,초등학교 졸업 증명서에 합격하고 중등 교육을 받도록 선발되었다는 소식을 들었을 때. 
sadness,나는 그들이 옳다고 생각하지 않는다. 나는 최선을 다했고 그것으로 충분합니다. 그들이 항상 이런 말을하는 것은 불공평합니다. 때때로 나는 심지어 깊은 상처를 받는다. 
sadness,Brackenbury의 성급한 출발 이후 며칠 동안 Edward의 낙담은 증가했습니다. 
fear,쇼핑하러가는 길에 혼자 길을 걷고있을 때. 
anger,늦는 것에 대한 내 연인에 대한 분노. 
anger,알아요.하지만 당신의 친척이 우리를 방문하러 오는 것에 대해 경고없이 익숙해지기는 어렵습니다. 
anger,중국의 거리 시장에서는 절대 쇼핑하지 않겠다고 맹세합니다. 훌륭한 수익자들로 가득한 끔찍한 곳입니다! 당신은 무언가를 지불 할 때마다 항상 주시해야합니다. 
sadness,내 처남이 친구들에게 독살 당했고 죽었다는 사실을 알았을 때. 
joy,예 . I 'Ve는 수학 경연 대회에서 1 등을 차지했습니다. 
joy,감사합니다 ! 
neutral,내가 참조 . 당신의 가장은 누구입니까? 
fear,그녀의 얼굴은 베드로에게 무슨 일이 있었는지 말해야한다는 사실에 당황했을 것입니다. 
joy,내가 사랑하는 사람과 함께있을 때. 
neutral,왜 안돼? 
sadness,"아, 어 .. 청소할 시간이 없어서 미안 해요. "
anger,관계의 이별. 사건 후 나는 2/3 주 후에 화가 나고 슬프다. 
fear,내가 경찰에 잡혀서 체납자들과 함께 갇혔을 때 닥치게 될까봐 두려워했습니다. 나는 가까운 사람들과 미래의 결과를 두려워했습니다. 
neutral,너도 그래! 다른 커피는 어때? 
joy,'내가 젊었을 때'Baxter는 말합니다. 
neutral,통과했습니다. 
joy,나는이 미술 전시회를 좋아한다! 
sadness,그들은 출발의 슬픔에 대해 이야기합니다. 도착한 죄는 어떻습니까? 
joy,"글쎄, 그런 일은 베이징과 같은 대도시에서 피할 수없는 일입니다. 더 바람직한 혜택은 심리적이라고 생각합니다. 퇴근 후 집으로 자전거를 타면 스트레스 해소에 도움이 될 수 있습니다. 사무실에서의 생활은 비참합니다. 멍하니 앉아 모니터를 쳐다보고 파일과 문서를 다루기 만하면됩니다. 퇴근 후 에너지를 충분히 발휘해 보지 않겠습니까? 도로에서 속도를 즐기십시오. 당신은 당신 자신의 에너지로 극을 지나고 있다고 생각하십시오. 얼마나 대단해! "
anger,나는 그럴 자격이없이 모욕을 당하거나 누군가 나를 속일 때 그 느낌을 경험합니다. 
joy,"말라위의 3 개 지역에서 거의 9,000 명이 참석 한 인터뷰 결과 직후였다. 라디오를 통해 L.S.H.S. "
fear,어느 날 밤 친척 중 한 명이 관련된 사교 모임에서 싸우는 사람이 거의 없었을 때 나는 두려움을 경험했습니다. 그가 심하게 폭행을 당하고 있었기 때문에 나의 두려움은 그에게 큰 영향을 미쳤습니다. 
joy,제가 영어 강의에 선택되었다는 사실을 알게되었습니다. 
neutral,"네, 그렇습니다. "
neutral,그녀는 42 세입니다. 
anger,누군가 나에게 거짓말을 할 때. 
joy,몇 년 전 직장에서 발견 된 새끼 고양이를 내 오토바이 상자에 넣어 집으로 데려가 내 사실을 보여주었습니다. 
fear,당신의 삶에서 어디에 있든 대담하게 그 방향으로 움직이십시오! 더 많이 갈수록 더 적은 힘이 있습니다. 
fear,아버지는 학비로 돈을 주셨고 나는 학비를 내지 않고 맥주에 썼고 이에 대해 말하지 않았습니다. 
anger,전혀 좋아 보이지 않습니다. 
anger,이크! 농담하는 거죠? 나는 그것을 믿을 수 없다. 그가 최근에 그렇게 스트레스를 받고 강력 해졌다는 것은 놀라운 일이 아닙니다. 나는 그가 사람들과 모든 다른 부서에 명령을 내리는 것만으로 과시하다고 생각했습니다. 채울 큰 신발! 
anger,Lili는 화를 내고 있었다. 
neutral,처음에 그녀는 그녀에 대해 상당히 비판적 이었지만 이제는 그들이 결혼 한 지 몇 년이되었고 아버지가 어머니와 이혼했다는 사실을 받아들이 기 시작했습니다. 
sadness,나는 가까운 사람들에게 장거리 전화를 걸었고 가까운 과거에 그들에게 일어난 슬픈 일을 생각했습니다. 내가 전화를 걸었을 때 그들도 그것에 대해 생각하고 있다는 것을 알았습니다. 
fear,이전 경험이 거의없는 등반 중 추락. 
neutral,"물론, 바텐더로 아르바이트를하고 있습니다. "
neutral,저를보십시오. 
neutral,뭐 ? 
anger,뭘하고 있다고 생각 했어? 
joy,"그리고, 우리의 모든 제안과 마찬가지로, 당신이 당신의 구매에 만족하지 않을 경우, 우리는 당신의 돈을 환불 할 것을 보장합니다. "
anger,나는 확실히 그들을 법정에 데려 갈 것입니다. 
fear,뱀을 너무 싫어해서 TV에서도 볼 수 없어 
anger,"안녕, 게리, 무슨 일이야? 극장에서 기다리고 있었어요. 왜 거기서 만나지 않았어? "
fear,`선수들이 득점을하지 못하면 특별히 걱정하지 않지만 그냥 걸어 다니지 못합니다. 
sadness,부모님이 이혼 하셨을 때. 
neutral,노점. 
anger,EC는 격분했습니다. 
fear,내가 사랑하는 소녀와 연락하고 싶었지만 그녀가 나를 거절 할까봐 두려웠다. 
anger,부모님이 나를 가까운 곳으로 데리고 가셔서 몇 시간을 기다리지 않고 즉시 집으로 돌아 갔을 때. 그들은 쉽게 기다릴 수있었습니다. 
anger,"나는 그가 서둘러서 제지 당했다는 이유로 십자가에 못 박았다고 생각한다 ""고 목격자는 말했다. "
joy,"와우, 놀랍습니다. 나는 당신을 위해 행복합니다 :) "
fear,일요일 정오에 어머니가 길 건너에서 차에 쓰러져서 남편이 가서 그녀를 보러 가야한다는 전화를 받았습니다. 아버지와 어머니가 함께 도시락을 사러 나가 셨기 때문에 믿을 수가 없었습니다. 그러나 나는 즉시 사고 현장으로 달려 갔다. 
joy,훌륭 하군요 ! 
anger,"동료 학생 중 한 명이 내 손목 시계를 빌린 것은 1985 년 3 월이었고, 그가 시계 한 잔을 깨뜨린 후 나는 그가 나에게 말할 때 화가 났지만 분노는 사라지는 데 오래 걸리지 않았습니다. "
fear,@iHoldDownBoogie Lol 여기에 DRoss가 없습니다! (영웅 목소리) 
joy,"예, 실제로 두 번째 방문입니다. 나는 지난 10 월에 거기에 있었다. "
neutral,그것은 ? 
joy,"`에스텔의 토마스에 대한 기쁨은 어머니를 매우 행복하게했습니다. ""애슐리는 그녀의 머리를 가슴에 기대고 회상했습니다. "
fear,사고로 차에서 쫓겨 난 후 골절이되었습니다. 
fear,"나는 학생 회관에서 살았는데, 그곳에서 당신은 화장실과 샤워를 동료 학생과 함께 사용했습니다. 샤워 실은 두 아파트 사이의 연결을 형성했습니다. 내 이웃은 자주 취하고 공격적이었습니다. 어느 날 밤 나는 그가 내 방에 들어 갈까 두려웠다. "
fear,"`솔직히 말해서, 숙면을 취하는 것이 더 걱정 돼요. "
fear,사람들에 대해 알아내는 것은 사회적 이유로 미쳐 버릴 수 있습니다. 
sadness,내가 나 자신을 위태롭게하는 많은 일을한다는 것을 알았을 때. 
sadness,우리 할아버지가 좀 아프다고했을 때. 
fear,군인으로서 첫날 밤 피로 의무를 다할 때 두려워합니다. 
joy,나는 여름에 해변을 정말 즐깁니다. 
joy,언니가 달리기 대회에서 상을 받았다는 소식을 듣고 기뻤습니다. 
joy,중요한 시험을 더 잘 준비 할 수 있도록 나는 여자 친구와 함께 보내는 것이 아니라 학생 숙소에서 시간을 보냈습니다. 몇 달 동안 그렇게하지 않았습니다. 시험을 치던 날 아침 7시에 누군가 내 문을 두드렸다. 늦게자는 것을 좋아하는 여자 친구가 나와 함께 할 수있게됐다. 
sadness,그래서 저는이 모든 것에 대해 매우 매우 우울 해졌고 경찰들에게 말했습니다.`나를 감방에 넣고 내버려 두십시오. 
fear,내가 1984 년 가을에 일했던 호텔의 매니저에게 질책을 받았을 때. 
neutral,여보세요 ! 
sadness,"미안해, 자기, 잊었 어. "
fear,@ Ginza1986 @Smitty_bhoy 하하 나는 그 곰이 술에 취한 것을 보는 것을 좋아하지 않는다. 
joy,제 아들은 초등학교 1 학년 입학 허가를 받았습니다. 그가 그곳에있을 확률은 1/10이었다. 2 주 후 나는 그가 등록되었다는 통보를 받았습니다. 
neutral,"Jenny, 와서 도와주세요. 음식을 더 준비해야합니다. "
neutral,어떻게 지내세요? 
sadness,다시 한 번 불편을 드려 죄송합니다. 
sadness,죄송합니다 . 우리가 가지고있는 가장 작은 크기입니다. 
neutral,그거 어땠어 ? 
sadness,그녀의 어깨는 움푹 들어갔고 그녀는 우울한 표정으로 천천히 걷고 있었다. 
sadness,미안하지만 그 이름은 모르겠어요. 잘못된 번호를 입력해야합니다. 
joy,물론 약속은 약속입니다. 
anger,섣달 그믐 날에 해외 여행을 할 때 학교에 나가는 것을 허락하지 않은 학교 선생님. 
fear,아파트 테라스에 한 남자가있는 것을 보았을 때 나는 그것에 가까운 것을 느꼈다. 
neutral,잡지를 자주 사십니까? 
fear,나는 내일을 두려워하지 않는다. 나는 어제를 보았고 오늘은 덜 사랑하기 때문에 
neutral,좋은 . 
joy,와 ! 내가 여기 서 있다니 믿을 수가 없어! 
anger,내가 어떻게 도와 줄 수 있겠는가? 달러의 변동은 우리 회사를 죽이고 있습니다! 환율은 우리의 이익에 영향을 미치고 있으며 우리는 그것에 대해 아무것도 할 수 없습니다. 
joy,한동안 (Nijmegen을 떠나) 가까운 친구와 밤을 보낸다. 
fear,"이것에서 그는 Leeds의 Bonamy Dobre와 닮았는데, 그는 그의 애완 동물 학생 인 Robin Skelton이 동료 학생과의 약혼을 발표했을 때 극도로 당황한 반응을 보였습니다. "
sadness,아버지가 동생의 집을 불 태워서 투옥되었을 때. 
sadness,피가 나는 것 같아요. 
sadness,가까운 사람과 동물을 잃습니다. 지금까지 교통 사고로 개를 잃었을 때 가장 많이 느꼈습니다. 
joy,첫 공개 연설. 
neutral,권리 . 
neutral,단지 근무 경험이 아닙니다. 제가 배운 가장 큰 교훈은 각계 각층의 사람들을 다루는 방법입니다. 
joy,지금은 좋은 게 없어요. 다른 걸 해보 죠. 콘서트에 갈래요? 
joy,더 가까워지고 싶은 사람의 초대를 받아. 그는 전화를 걸어 다음날 밤에 그와 함께 외출하도록 저를 초대했습니다. 
joy,가이의 입은 우스꽝스럽게 웃으며 한쪽 구석에서 찼다. 
fear,처음으로 사자의 포효를 들었을 때. 
fear,제가 공부하러 왔을 때 공포의 에피소드가 일어났습니다. 나는 아직 알려지지 않은 동료 학생들 앞에 서서 나 자신에 대해 이야기해야했다. 손이 떨 렸고 얼굴이 붉어지고 혀가 묶여있었습니다. 
joy,대학 과정에 선발되었다는 소식을 듣고 기뻤습니다. 
neutral,"아, 네 ? "
anger,"제이콥, 당신은 스타일링이 거의 필요없는 이발의 사치를 가지고 있습니다. 나는하지 않습니다. 나는 아침에 준비하기 위해 약 한 시간 반을 준비해야한다. 매일 일어나서 샤워하러 똑바로 향합니다. 이틀에 한 번씩 머리를 감는다. 머리를 씻는 날이라면 기름기가 많아서 머리를 자주 두 번 감아 야합니다. 그런 다음 보통 컨디셔너를 넣고 헹궈 야합니다. 머리카락이 너무 길어서 20 분도 안되는 시간에 샤워를하는 경우가 거의 없습니다. 그 후, 나는 종종 커피를 끓이고 끓일 때까지 기다리는 동안 옷을 입는다. 나는 아침에 옷을 입는 데 오랜 시간이 걸립니다. 가끔 전날 밤 옷을 고르는 것을 기억하지만 보통은 아침에 해요. 전체적으로 옷을 입는 데는 약 30 분이 걸리며, 이때 내 머리는 반 건조가 되었기 때문에 머리를 스타일링해야합니다. 때때로 나는 머리를 감을 것이다. 그러나 나는 종종 그것을 똑바로 피를 흘린다. 그런 다음 머리카락의 질감 때문에 머리카락이 곱슬 거리지 않도록 정기적으로 다림질을해야합니다. 20 분 정도 더 남았습니다. 그 후, 매일 메이크업 루틴을합니다. "
neutral,오후 5시입니다. 토요일에 좋은 시간이야? 
fear,그는 나를 긴장시킨다. 그는 나를 재미있게 본다. 그리고 그는 아무것도 사지 않습니다! 
neutral,무엇을 위해? 
anger,내 가장 친한 친구는 남자 친구와 이사하기 시작했습니다. 이 말을 들었을 때 내 친한 친구가 그런 일을 할 수있을 거라 기대하지 않아서 마음이 가라 앉아 화가났다. 
anger,나는 다시는 당신 편에 오지 않을 것입니다. 나는 지금 외면하고 돌아올 수 없다. 
fear,D.H. 그리고 그들이 너무 두려워서 마약이나 의료 체제에 대한 비판은 없습니다. 
fear,@Cash_Cream @malcSF u는 MUSA에게지고 싶지 않다는 것은 그것이 무엇인지 ... 무서워하는 돈은 돈을 벌지 않는다는 것입니다 ... 현금 
fear,내 가족을 운전하는 것은 재미가 없습니다! ! 
joy,내가보고 싶었던 영화 마라톤 티켓이 있다고 들었을 때. 
neutral,"확인 . 당신이 원하는 것이 있다면, 당신이 재미를 느낄 때까지 기다릴 것입니다. "
neutral,뭐야? 
joy,예 . 나는 요리를 아주 좋아합니다. 이 취미는 제가 12 년째 팔렸을 때 얻었습니다. 
sadness,그러나 그녀는 나를 실망 시켰습니다. 
joy,"물론, 그게 좋을 것입니다. 와인 가져다 드릴게요. "
fear,"부시 대통령과의 만남에서 잘은 ""1915-23 년 아르메니아 집단 학살 75 주년""을 목표로 미국 의회를 통과 한 법안에 대해 불안을 표명했다. "
anger,Duncan은 또 다른 긴급 기동에 강요당하는 그들의 분노를 상상할 수있었습니다. 
neutral,안녕 . 
anger,농작물에 대한 현금 대신 IOU를받은 곡물 농부들 사이에 분노의 소문이 돌았습니다. 
fear,아파트에 모든 조명이 켜져 있고 눈치 채지 못할 때 두려워한다는 것을 알고 있습니다! 
joy,흥미로운 것을 시도하고 싶습니다. 
fear,"그러나 그는 바람이 거세지는 것을 보았을 때 두려웠다. 가라 앉기 시작하자 그는 외쳤다.“주님, 저를 구 해주세요. 마태 복음 14:30 "
sadness,3 주 동안 단 한 번 만난 할아버지가 몇 달 만에 돌아가 셨을 때. 그가 사랑스럽고 회사를위한 수단이 없었기 때문에 정말 슬펐습니다. 
neutral,왜 당신이 그것을 좋아합니까 ? 
anger,가까운 사람이 고의로 자극했습니다. 도발이 아닌 심의에 분노합니다. 
anger,나는 친구와 함께 카린 시아까지 차로 갈 수 있도록 준비했다. 우리는 만날 장소를 마련했습니다. 나는 조금 늦었고 친구는 이미 떠났다. 나는 기차로 갈 돈이 없었다. 화가 나서 거의 울기 시작했습니다. 카린 티아에가는 것이 매우 중요했습니다. 
joy,정말 흥미로워 요. 취미를 배웠 으면 좋겠어요. 
neutral,여덟. 
anger,나는 흥분했다. 나는 나 자신을 바보로 만들었다. 둘 다 나를 비웃고 있었다! 
anger,아일랜드 인 MacSharry는 Delors의 간섭에 너무 화가 나서 그의 직위를 그만 두었습니다. 
neutral,나도 . 
neutral,얘기 좀할까요? 
joy,나는 이것을 좋아한다 :-) 나는 오늘 사랑한다 
joy,사진이 나올 때까지 기다릴 수 없어서 너무 기뻤습니다. 
neutral,모든 국가는 역사를 마주해야합니다. 
neutral,물론 나는 그것을 알고있다. 하지만 집값이 치 솟고 있다는 것을 모르십니까? 
anger,난 그냥! 당신의 멍청한 게임을 즐기십시오! 
anger,"내 여자 친구는 노래를 부르기 시작했고 (그녀는 노래 할 수 없다), 내가 그녀에게 그렇게하라고했지만 멈추지 않았다. "
sadness,나는 기분이 아니다. 
fear,우리는 밤에 매우 먼지가 많은 도로를 운전하고 있었고 운전자는 바로 앞에 주차 된 또 다른 큰 트럭을 찾기 위해 매우 큰 트럭을 추월하려고했습니다. 
joy,"예, 그는 Richard의 눈을 가지고 있습니다. 아기는 리차드보다 당신처럼 보입니다. "
sadness,방금 직장을 잃었어요. 내 상사가 방금 말했어. 
sadness,"친구가 사고로 사망했다고 들었습니다. 그룹 상황 : 갑자기 친구가 들어 와서 \ ""이미 들었어? \""라고 말했습니다. 끔찍한 경악과 침묵이 흘렀고 모두들 흥분하여 \ ""어떻게 이런 일이 일어날 수 있니 ... \""라고 외쳤습니다. "
neutral,아마도 . 
neutral,가서 고쳐야합니다. 
anger,당신은 다시는 말할 수 있습니다 ! 그는 직장에서 우리의 개인 이메일을 확인하지도 않을 것입니다! 
fear,내가해서는 안되는 일을하면서 잡혔다. 나를 잡은 사람 (뇌물)과 무언가를했고 그가 나를보고하지 않겠다고 약속했지만 여전히 겁이납니다. 
anger,"1984 년 9 월, 나는 내가 싫어하는 사람과 함께 살도록 강요 받았다. 첫 주에 우리는 얼간이에 있었고 우리의 대화는 논쟁과 같았습니다. 분위기가 매우 나빴습니다. 내가 시험에서 95 점을 받았다는 것을 알았을 때 그는 내게 말했다. ""실패, 당신은 5 점을 잃었습니다.""나는 내 점수가 그의 점수보다 낮아서가 아니라 그의 자존심을 참을 수 없어서 매우 화가났습니다. 불만을 나타내지 않고 일을 계속했습니다. "" "
joy,그러나 그는 소비주의에 대한 그들의 기쁨과 신문에 나오는 반동적 쓰레기에 대한 양과 같은 태도에 놀란 듯이 당황했습니다. 
neutral,뭐 ? 
anger,차에서! 당신은 차를 사는 것에 대해 생각하고 있지 않습니까? 
anger,친구에게 비방을 당함. 
neutral,왜 안돼? 
fear,"안녕, 안녕, 너무 오래 .... "
neutral,가득 찼습니까? 
fear,나는 인터뷰에 대해 정말 깜짝 놀랐다. 
neutral,변경하세요! 
joy,"다시는 그를 볼 줄 몰랐기 때문에 활짝 웃으며 기뻐하며 조롱했다.`따라 오세요? "" "
sadness,교통 사고로 아버지를 잃었을 때. 
neutral,흠. 여성은 보통 결혼 후 일을합니까? 
sadness,한 아버지가 어린 아이를 때리는 것을 보았습니다. 
neutral,나는한다 ? 
joy,나는 새들의 노래를 듣고 내 얼굴에 상쾌한 바람을 느끼고 싶다. 도시에 바람이 불면 입과 눈에 먼지가 쌓입니다. 
sadness,내 동생이 죽었을 때. 
anger,몇 주 전에 집을 나 가려고 서둘러서 내 물건 몇 개를 주변에 두었습니다. 이것은 내가 결코하지 않는 일입니다. 우리와 함께 사는 삼촌은 우리가 공동 가정에 살면서 항상 이런 일을하고 있다고 말했다. 이것은 정말 나를 화나게했다. 
joy,"세일즈맨은 여전히 객차의 통로를 짓밟고 있었고 군중의 흥분된 수다, 닭의 삐걱 거리는 소리, 염소의 피를 흘리며 소리 쳤다. "
joy,그 생각 자체가 터무니없고 당신이 저를 믿으 신 것을보고 정말 기뻤습니다. 
joy,민속 무용에 참여하는 사람들은 기뻐할 수 있고 확실히합니다. 
sadness,"그는 고개를 들었고, 그의 윤기 나는 얼굴은 창백했고, Athelstan은 그것이 눈물로 얼룩진 것을 보았다. "
neutral,알겠습니다 ? 
anger,끝났 니 ? 
joy,감사합니다 . 
joy,의대에 합격했다는 사실을 알게되었을 때. 
fear,"어느 날 밤, 이모와 삼촌이 파티에 갈 때 아기를 돌보기 위해 저를 혼자 남겨 두었을 때 두려움을 느꼈습니다. "
joy,우리 엄마가 암에 걸리지 않았다는 것을 알았을 때. 
fear,지난 토요일 Nkhoma에 갔을 때 차량이 매우 빠르게 움직 였기 때문에 도로가 너무 험해서 추락 할까봐 두려웠습니다. 
fear,밤에 대학 건물에서 나가는 길을 찾을 수 없었습니다. 
joy,그녀가 스케치를 보여 주면서 그녀의 눈에는 흥분이 빛났다. 
sadness,"나쁘지 않아요. 리홍, 내일 아침에 브라운 부인을 만나러 갈 수 없어서 미안 해요. 엄마가 아파요. 내가 그녀를 돌봐야합니다. "
joy,내 아이를 낳았을 때. 
neutral,존은 어딨어? 어디에서도 찾을 수 없습니다. 
joy,U.G.C에서 제가 주니어 연구 펠로우 십을 받았다는 편지를받은 날. 
neutral,나는 아니다 ! 
sadness,내 가장 친한 친구는 대학에 들어갈 수 없었습니다. 
neutral,세부 사항? 
sadness,거절하면 슬프거나 실망하거나 불편 함을 느낄 수 있지만 자기 개념은 깨지지 않습니다. 
anger,Jeanne과 헤어진 것에 화가 난 Modigliani는 지역 예술가들이 만난 창문이없는 작은 술집에서 술을 마시 며 많은 시간을 보냈습니다. 
fear,대학 간 바스켓 볼 경기. 
anger,낮고 분개 한 목소리로 Cullam은“나는 아팠다. 
anger,나는 내가 꽤 많은 것을 알고 있고 뽑을 자격이없는 시험에 실패했을 때 화가났다. 
anger,내 친구 (여자)가 나를 병원에 가서 좋은 전문가의 검사를 받도록 도와 주겠다고 약속했을 때 그녀는 나를 속였습니다. 
joy,저는 복음 캠프에서 F.3 학생들에게 설교했습니다. 그래서 그들은 하나님에 대해 더 많이 알고 예수님을 믿기로 결심했습니다. 
fear,당신이 무언가를 말하고기도 할 때 그 사람은 듣지 못합니다 
fear,"나는 한국 전쟁 중이었습니다. 우리는 박격포, 나와 동반자에게 공격을 받았습니다. 우리는 지프를 멈추고 엄폐물로 달려갔습니다. 다행히 우리 둘 다 피해를 입지 않았지만 둘 다 살해 당할 뻔했습니다. "
joy,21 번째 생일을 축하하며 케이크를 자르고 선물을 받았습니다. 
anger,내 상사가 자신의 목적을 충족시키기 위해 코스에 등록했을 때-그의 동료를 짓밟 기 위해. 내 과정에 내 상사 중 한 명을 둔 것은 불행하다. 
anger,"이상하게도, 그녀는 이전에 삼켜야 만했던 상인들의 아내들에 대한 그 어느 때보다도이 여인의 구속 명령에 대해 더 분개했다. "
sadness,방금 남자 친구와 전화를 끊었습니다. 그는 항상 화를 내고 아무것도 아닌 것에 화를 내고있다. 때때로 그와 이야기하기가 너무 어렵습니다. 
sadness,스탠다드 8에서 저를 가르치신 선생님의 죽음에 대해 들었을 때 저는 매우 슬펐습니다. 
sadness,알아 ... 알아 ... 다 내 잘못이야. 공부를 안하고 속임수를 써서 잡혔다는 게 끔찍 해요. 
fear,아무 일도 일어나지 않았다. 그녀는 실제로 어떤 일이 일어날 것이라고 생각하지 않았다. 비록 그녀의 손가락에 긴장한 쑤시기가 있었지만. 
anger,누군가 결혼식에서 동생을 때리고 싶어서 동생을 보호하려했지만 다른 남자는 우리 둘 다에게 이름을 부르고있었습니다. 
